binary_labels,text
2,The real #WarOnWomen is Dems making women feel they must vote for that worthless turd Hillary simply because she has a vagina. #GOPDebate
2,"@MattMackowiak @stephenfhayes Megyn is definitely not a bimbo, but she was not up to @FoxNews standards last night #GOPDebate"
2,"It was a horrible #GOPDebate ,the first question to @realDonaldTrump was unprofessional and designed to put him in bad mood and destroy him"
0,Stop saying pro-life. You're pro-fetus. You don't care about the mom. You don't care about the child after it's born. #GOPD…
0,http://t.co/cigdFFu8sZ
2,"You can't shape the ""debates"" and then decide the winners too.. Sorry, freedom says we the people, pick the winners. #GOPDeba…"
0,"What are your takes from the #GOP debates? ( yes that is debates with an ""s"") #GOPDebate"
2,Fox did a great job! Then we know it was a #bust! http://t.co/1Dnkp6ghkB via @Shareaholic #GOPDebate
0,Their they all are! #gopdebate @ Connecticut Democratic Party https://t.co/VPnjDRo82P
2,#GOPDebate @JohnKasich didn't really stand out in the debate he left more of a clueless veiw on America.
2,If you don't already think @realDonaldTrump is a narcissist look at his twitter feed - Apparently he thinks the #GOPDebate went well for him
1,Carly is fierce &amp; prepared. #GOPDebate
2,"There's visual evidence of @DaisyJDog's thoughts on last night's debate, but I'm not posting a pic of dog crap at 8:16am…"
0,"Yay! We made it  
Happy Friday Folks!
Enjoy your weekend!
#POTUS #GOPDebate #GOP 
#HillaryClinton ROCKS! http://t.co/mzc49JrkQ8"
2,This whole debacle is an insult to every American with any common sense or who has any idea of our history......#GOPDebate
0,Repeal Dodd-Frank? Let me refer you to 1929. #GOPDebate
0,2016 bender starts now #SkimmLife #GOPDebate http://t.co/nYliLkeCkr via @theSkimm
2,How can you claim to be a conservative and support Trump? There's nothing conservative about him. #hello #GOPDebate
0,"About the #GOPDebate, Never Forget. http://t.co/3ERPpYLhIB"
0,"Yes, Republican voters are still mad at Chris Christie for hugging Barack Obama in 2012.  #GOPDebate

http://t.co/ajU3eEIHYF"
2,"I won't comment much on the GOP, but you know it's a bonafide shitshow when the reasonable options are Rand Paul and Jeb Bush. #GOPDebate"
0,"""THE ARTICLE"" on #GOPDebate must read! Nails It!💥 https://t.co/xMDbTj39kC"
1,Dust up between @RandPaul and @ChrisChristie at the #GOPDebate over #NSA http://t.co/EZMufRVHhQ Christie won when Paul brought up Obama Hug
2,"Stupid cons saying #Trump #GOPDebate comments fuel #WarOnWomen rhetoric. Yeah, b/c libs needed a reason 2 use that baseless accusation."
2,The #GOPDebate is a prime example why young people are turned off by politics and unmotivated to run for office.
1,@marcorubio was the clear winner last night. @JohnKasich was polished as well #GOPDebate  https://t.co/d1Amg1fwiW
2,"Am I the only one that feels like I have a hangover but wasn't drunk last night? 😲
#GOPDebate"
1,Impressive performance by Governor Huckabee!  #gopdebate #imwithhuck #th16 https://t.co/YkoEr9Zg45
1,"""If Hillary's the candidate, which I doubt..."" Well played, Dr. Carson #GOPDebate"
2,"#GOPDebate I'm sorry I have insult some people, if you as a R, were not completely embarrassed by your party.. You don't live in reality."
2,Skin too thin and too spineless to say what he thinks to someone's face. #GOPDebate  https://t.co/zRwmTmIokM
2,"""you suck""  #GOPDebate"
0,"When Scott Walker said ""penetrating our southern base borders."" ... And you're running for president... #GOPDebate"
2,Gov. Kasich repeatedly noted that his father was a male man.  Is that kind of swipe at Kaitlyn Jenner?  #GOPDebate
2,"So candidates, what do you think about the ""Bad Blood"" music video, Lena Dunham kinda ruined it huh? *all nod vigorously* #GOP…"
1,he wont get the nomination but John Kasich spoke a whole lot of sense #GOPDebate
2,Donald trump needs shot. What a despicable human being #GOPDebate
2,Pretty sure @mtaibbi is directly responsible for a massive drop in workplace productivity today #GOPDebate
2,"@GrnEyedMandy Walkers comments about letting mother die instead of allowing abortion's scary #gopdebate 
These people are nuts #StandwithPP"
0,This may be the only worthwhile thing that came out of last night's #GOPDebate https://t.co/RCHxAxikpm
2,Am I crazy or did the #GOPDebate turn into an tent revival at the end?
2,#GOPDebate all those men are insane- climate change!!!!!!!!!  https://t.co/6xqHWqf2NU
1,"Right after a question about #BlackLivesMatter, a commercial for the ""Straight Outta Compton"" movie airs. I can't help but sm…"
0,Who won the #GOPDebate last night?
2,"With so many candidates, you don't get a #GOPDebate you get the political version of #ChorusLine auditions. #INeedThisJob"
2,All the tweets about the #GOPDebate are hilarious 👌🏻 (aka Trump is the biggest joke of 2015; thanks for all the laughs 😂)
2,"So who are all these Republican men sleeping with if women don't qualify as people, too? #GOPDebate"
2,"Why do these arrogant Press-aholes thinks it's THEIR right 2pick the next President? It's NOT! It's OURS!
#GOPDebate https:/…"
2,"Wait did they just invoke 14th amendment on fetuses, but refuse to for gay, fully developed humans? #okgop #GOPDebate"
0,"17 candidates, 2 debates, 1 Donald Trump and plenty to fact-check http://t.co/QFedZq4q5z via @PolitiFact #GOPFAIL #GOPDEBATE"
2,Oooohhhhhh Hillary. RT @HillaryClinton: Watch the #GOPdebate? Bet you feel like donating to a Democrat right now. http://t.…
2,"""Maybe if I just keep bringing up immigration they won't notice my hairs not real"" - Donald Trumphs inner monologue #GOP…"
2,Serious question about the #GOPDebate. Did any candidate...ANY of them... put forth a vision that will resonate with a VOTING MAJORITY? No.
2,"@JohnGGalt That was no debate. That was shot job on Trump, manufactured by the GOP Cartel via FOX news. #GOPDebate"
2,Scott Walker Forces Women To Carry Rapists’ Pregnancies &amp; Let Men Sue Over Abortion #GOPDebate http://t.co/yziVIpQAnx @Badgersbane @amyjofox
2,"The #GOPDebate Well, I'm lost for words..."
0,it is finished. #GOPDebate http://t.co/alvESdMUBF
1,I've picked my 3 favs @ScottWalker @marcorubio @CarlyFiorina #GOPDebate
2,"#Rubio, #Kasich &amp; #Fiorina Rise, While the #Trump Show Tanks. And Fox surprises everyone w/ substantial #GOPDebate. http://t.co/96WvHcT07E"
1,This is true. Fox News team hit it out of the park for last night's #GOPDebate - moderators did a first-rate job https://…
1,"Ben, I love ya man. I think it went more like @realDonaldTrump nailed them for thinking he isn't, wasn't. #GOPDebate https://t.co/nuCZHpHlvX"
0,Wow Megyn's voice seemed to catch when asking about rape/incest exceptions #GOPDebate
2,I've never seen a larger collection of nimrods on one stage. #GOPDebate
1,@marcorubio came out of the gate like a true leader. I look forward to hearing more about his plans for a better America. #GOPDebate
0,So how was the #GOPDebate? I completely missed it.
2,I wish these men valued black/female/immigrant/impoverished lives as deeply as they value a clump of cells #GOPDebate
0,#ScottWalker Says In #GOPDebate He Doesn’t Support Abortion If A Woman’s Life Is At Risk http://t.co/sMQ2sx8qLh http://t.c…
2,I'm just gonna leave this here: http://t.co/46qIyxF6OY #GOPDebate http://t.co/XYy63q08XR
0,Rand Paul given the least airtime in last night’s #GOPDebate. Trump given the most. http://t.co/5ZSfIlaumb http://t.co/CQKKKsK0n8
1,It's time to #GetMoneyOut #GOPDebate #GOPTBT #KochVsPope http://t.co/xItysJFLrJ
0,"eight Senators &amp; Governors, a billionaire businessman who's been famous for 30 years, and then also some doctor."
2,"#DonaldTrump is a hybrid of Christie's assholery, Rubio's naivete, Cruz's lack of reality, and Scott Walker's derpness.  #GO…"
2,"#BATsAsk Why R U pushing #Charter schools  &amp; Vouchers? 
#GOPDebate 
@BadassTeachersA http://t.co/L1B6NNg6Gc"
2,"A hollowed out middle class, stagnant wages, a broken political &amp; justice system, and we're talking about unborn babies? #G…"
0,Did anyone see this last night #gopdebate #trump https://t.co/aU20dYdoWh
2,Fox News has no integrity showing their Frank Luntz crap I say we abandon their entire network. #MakeAmericaGreatAgain #GOPD…
2,"Was SO disappointed in the @FoxNews #GOPDebate moderators last night. Come to find out they talked 37% of the time. Some ""moderators""."
1,Anybody watch the @realDonaldTrump roast last night? He handled it pretty well. #GOPDebate #VoteTrump
2,"Well, #DonalTrump don't like the truth from the Fox Focus group conducted by #FrankLuntz http://t.co/Zk4ajHqvxC #GOPDebate"
1,@marcorubio won that debate last night and it's not even close. Well done. #GOPDebate
0,Fiorina the clear #GOPDebate winner in terms of Google searches so far: https://t.co/EV802sQThY http://t.co/SU6vl5v8rC
2,#GOPDebate Just a bunch of squabbling on how to force the American people to accept uber conservative values and keep the under dog...under
1,#GOPDebate's hometown candidate @JohnKasich gave a touching answer on gay marriage | http://t.co/QtN8echb29 #Kasich4Us #UniteNotDivide
1,"This guy got the real shaft in the #GopDebate tonight.
WHY IS THAT? 
# http://t.co/zw8jUPqP11"
0,"there's one thing about it, Donald Trump is bringing attention to the Republican Party that is needed #GOPDebate"
0,@Franchise2205 was eating popcorn during the #GOPDebate last night and my tooth broke off
2,STOP THE WAR ON WOMEN!!!! #GOPDebate  https://t.co/xT57F0HM5y
1,@marcorubio won the #GOPDebate last night!
0,"Lmao, who did this. #GOPDebate @realDonaldTrump #presidentialdebate  https://t.co/fmkGUBK2Bb"
2,Ben Carson was obviously nervous.  He should have had Cuba Gooding Jr play him during the #GOPDebate.
2,"I received a message from God saying ""don't play that #GOPDebate drinking game if you want to see tomorrow"""
1,"""Eighty percent of the people in our prisons have addictions or problems."" One of the few #GOPDebate moments that made sense @JohnKasich"
0,Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? #GOPDebate  #GOPDebates 🇺🇸
0,Nothing in the known universe is larger than Marco Rubio's ears. #GOPDebate
2,Choose your puppet carefully. #GOPDebate
0,@Chubbies can you please take a picture from last night's #GOPDebate and photoshop 'mericas all over the candidates?
2,"Unlike #GOPDebate we'll talk race, activism #BlackLivesMatter #fergusonsyllabus #takeitdown #BTWAM on #UmichChat @ 1 http://t.co/XSrG0cT63g"
2,Heaven help us if this is our new pres. #GOPDebate #Bernie2016 http://t.co/sV8cmCGaRz
0,Ted Cruz said he intends to 'instruct the Department of Justice and the IRS to start persecuting religious liberty' at the #GOPDebate
2,@juliaturner @Slate It's about time they admit to something. Truthfully if the didn't then we would call them out on it. #GOPDebate
2,"#GOPDebate Also notable how not 1 candidate, not really even Trump, went after Bush."
1,.@realDonaldTrump on giving to #Clinton: I didn’t know money would be used on private jets going all over the world. #GOPDe…
1,And in spite of #FoxNewsTrumpHitJob #GOPDebate go #Trump2016  https://t.co/aJAeUCqlOZ
2,I think Donald is Hillary's biggest paid friend. #gopdebate @LessGovMoreFun
0,“Did anyone else notice this at the #GOPdebate last night? #Trump” http://t.co/S7uTOx2lvF
0,@DWStweets @Kazport Good luck with that. You have 3 old white north easterners. #GOPDebate
0,"Donald Trump On The Issues http://t.co/kZtZtudxPV 
""Every Political Leader on Every  Issue"" #GOPDebate #2016"
2,https://t.co/JiLE7vegzJ http://t.co/PtjWXu7ImU
2,"Today is ""International Beer Day,"" conveniently scheduled after ""International Listen to Republicans Talk for Two Hours Day.""
…"
2,@realDonaldTrump cries after the #GOPDebate The preschooler cant stand that a WOMAN brought him down. Hes a disgusting pig. #DropOutAsshole
0,"Did I miss the questions and answers about our infrastructure?  The gov't CAN create jobs, and help the economy but R's say no !! #GOPDebate"
2,How do Fox conservatives who complain about media bias reconcile what Fox did to Trump last night? #GOPDebate
0,Combating #ISIS big topic in #GOPDebate. Our analysis based on all insurgencies since WWII http://t.co/kpq07uPyrS http://t.co/KgKYIJRww9
1,"They might be my favorite two, @KennedyNation ! #GOPDebate #FOXNEWSDEBATE #FoxDebate #FoxNews #FNC @FoxNews  https://t.c…"
1,I think this was one of the best comments made during the debate. @foxnews #FoxNewsDebate #GOPDebate http://t.co/8xGtwK7ZUi
2,"If Donald Trump can be elected, then so can the entire cast of Jersey Shore. #GOPDebate"
2,2016 bender starts now #SkimmLife #GOPDebate http://t.co/C4D62692Iq via @theSkimm
1,"""If you turn out to be gay I'll still love you even if your daddy @tedcruz doesn't."" #GOPDebate https://t.co/tTBHqIKPM8"
2,"Hey America, after the #GOPDebate, this about sums it up... http://t.co/4M0MskR83h"
0,RT icareviews: No more wars for Israel. #JewsDid911 #GOPDebate #ZOG #cuckservative #Ziocuck
0,Funniest thing you'll read today. #GOPDebate https://t.co/oU6bza7or4
2,...But I don't take either party seriously. GOP and Dems are on the same racist team #GOPDebate
2,"I wonder why ""the Facebook"" sponsored the debate when they couldn't even stream live video. So disappointing. #GOPDebate"
2,#POTUS  creates Bureau of Vital Fetal Organs RT http://t.co/CHz5PJ6rr8 #FoxNewsDebate #GOPDebate #prolife #FoxNews http:…
1,"As much as I love @RandPaul and will always #StandWithRand, Governor @JohnKasich did a bang up job in the #GOPDebate. That's my two cents."
2,"""Destroying Isis in 90 Days"" sounds like a movie I'd pay to see #GOPDebate"
2,Let Trump speak! You know @FoxNews is leaving him out for a reason. They don't want him to speak/afraid what he'll say.  #…
2,I am in an uproar for not being invited to tonight's debate! I demand a reason!  #GOPDebate @MightyPress @PCzajak
0,"""I won a radio contest to be here!' -- John Kasich #GOPDebate"
2,"That's great, Dr. Carson. Now how about separating Israel from the West Bank? washingtonpost #GOPDebate #Palestine http://t.co/jGEbIHaenN"
0,Fact check on #GOPDebate from @ekiely and his team http://t.co/puI53epdsg via @usatoday
2,Can we get @BernieSanders on a debate floor soon?? Need something to wash the taste of #GOPDebate word vomit out of my mouth from last night
1,Wow Governor Huckabee was fantastic! #gopdebate #imwithhuck #th16 #fairtax
2,Funny to see so many calling to avoid watching @FOXNews I've been saying this for a DECADE. #GOPDebate
2,Just because I'm not 35 and this is past my bed time doesn't mean I shouldn't be allowed to debate! #GOPDebate http://t.…
2,"Very disappointed in @FoxNews, They treated the #GOPDebate no different than @CNN would have; They were dictating vs repo…"
2,"We need to #fightbigmoney to bring representation of everyday Americans, not billionaires, back to govt #GOPdebate http://…"
2,Here is a more meaningful (but not necessarily sillier) discussion than last night's  #GOPDebate... http://t.co/dqbkVEYzCo
0,Who won the #GOPDebate last night?
2,"#GOPDebate asks candidates whether or not God has told them what to do as President.  
#Imbeciles"
2,"So the #GOP basically wants to protect all life by bombing the shit out of the globe. 

#GOPDebate"
2,"The names you call women is not about being politically correct, it's about showing respect  @realDonaldTrump #GOPDebate"
2,The biggest travesty of last night’s #GOPDebate is that I now have Joan Osbourne’s “One of Us” stuck in my head. #Strange…
2,"Jeb Bush: ""We can't succeed by dumbing down everything. Although, climate science we can totally ignore."" #GOPDebate http…"
2,I think the candidates are afraid of debating education with a Monster! #GOPDebate Monster Needs a Your Vote http://t.co…
0,"In light of the #GOPDebate check out my poem on being a majority
http://t.co/iSsjFq9YSN"
0,Just a room full of #Texas liberals playing the #GOPDebate drinking game. #Hillary2016 #Biden2016 http://t.co/61a8IWv3bq
2,@kimguilfoyle It wasn't a debate.It was an effort to bring @realDonaldTrump down. I see why he would not pledge #GOPDebate shame on @FoxNews
2,#GOPDebate Shocking Extreme Bias ... https://t.co/Oh7WNjM0WC
0,"Hee hee hee.  Did you watch your party's debate?  Talk about word games.  #GOPDebate Good times, good times. @SpeakerBoehner"
1,Clear winner from last nights #GOPDebate? #MegynKelly  #MegynKellyDebateQuestions https://t.co/N7H3T7hXSz
2,"With no applause from the empty audience, #KidsTable debate sounds like a @BillCosby concert at National Organization 4 Women. #GOPDebate"
2,".Not a fan of Ben Carson but @FoxNews went right after him &amp; Trump at the beginning of the so-called #GOPDebate. 
#epicf…"
1,@foxandfriends @realDonaldTrump would have been nice if u would have let the 92yr. speak instead of interrupting her! #GOPDebate
2,"Scott Walker cut his answers short last night, finishing before the allotted time. 

Marquette U: ""We've seen this before.""

#…"
2,@elonjames I wonder how CNN will address the issue at the next #GOPdebate.
1,#GOPdebate @realDonaldTrump said country needs him to straighten out the financial mess. Support #FairTax &amp; I will vote for you. @FairTax
1,"1st #GOPDebate--Encouraging to see several candidates express their faith in God and His Son, Jesus Christ. http://t.co/6ZjWBXBPse"
2,#GOPDebate Ben Carson not the first to use half-brain removal during brain surgery-- evidence on Capital Hill someone beat him to it--HA!
2,Fox keeps congratulating itself on a great job.  Media using its power to slant as usual.  No real media.  No REAL Education.  #GOPDebate
2,When's the next #GOPDebate ?? Some these guys should just give up now
0,"So, who saw a conversation on tithing coming at the #GOPDebate?!?!"
2,Where is Donald trump in polling after last nights debacle ? #GOPDebate #GopPoll
2,"The ""Washington Cartel""? Ted Cruz really loves to exaggerate to the point of it being blatantly untrue. #GOPDebate"
0,"Dial lines aggregating close to 100 is rare, but happened during comments on Iran negotiations in #GOPDebate #mrx http://t.co/atxPuB4xea"
0,Back in DC for #AMR on @msnbc today &amp; post #GOPdebate talk w/ @TheFix @capehartj @kellyo @katyturnbc at noon ET
2,My family doesn't like John Kasich and they didn't think he did very good in the #GOPDebate
0,They should have asked trump if god has said anything to him #GOPDebate
2,Cancelled #comcast too expensive #xfinity internet too slow so could not watch #GOPDebate LOVE this https://t.co/KYq3spOe9t
2,It was bullshit. I needed hip high waders to get through the first #GOPDebate! https://t.co/w1qvOWU2CB
1,Yes he does! He is confident and well composed. #imwithhuck #GOPDebate #th2016 https://t.co/HhRUhE6lte
2,@bbc_chirinos Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
0,At #GOPDebate Kasich Says His Faith Teaches Him To Accept Gay Son Or Daughter – Crowd Cheers http://t.co/vgFP98ZJqs ##lgbt
1,THIS #FeelTheBern #Bernie2016 #DebateWithBernie #GOPDebate As a veteran I believe military budget should be slashed https://…
0,"You might have thought #Obamacare would be a #GOPDebate pinata. Think again, says @HarvardChanSPH John McDonough. http://t.co/p91druXic4"
1,Wow. Awesome Dr. Carson race answer! @RealBenCarson #GOPDebate #FOXNEWSDEBATE #FoxNews #FoxDebate @FoxNews #FNC  https:/…
0,"The #AmericanRevolution fought against George III. I don't think we need Bush III, although I have nothing against Jeb #GOPDebate"
0,Twitter is easily crowning Fiorina the winner of the second tier debate #GOPDebate
2,Why did @ScottWalker change his mind on immigration. #livetoon #GOPDebate http://t.co/RNMCNEKqmN
2,Donald you are the clown... Single payer is a failure! You are a crony capitalist. #GOPDebate  @realDonaldTrump @WilkowMajority @FrankLuntz
2,"""Poor people have been voting Democrat for 50 years and they're still poor."" Barkley
#GOPDebate #tcot #pjnet #FoxNews ht…"
2,The same species that created the #GOPDebate also did this. #somethingToThinkAbout http://t.co/mRB9N4QRvo
0,What were the hardest-hitting questions in the #GOPDebate? JasonBellini takes look: http://t.co/8ydTKKYR9C
2,#GOPDebate proves again media becomes  focus instead moderator. Better off with computer moderators who don't insert themselves into focus.
2,GOD is making an appearance at the #GOPDebate? This should be good...
0,Have a little too much fun #lastnight watching #GOPDebate? Come nurse your post-night woes with some nice Pastrami or a #knis…
2,"""I went to a gay wedding,"" is the new ""I have a Black friend."" #GOPDebate"
2,#GOPDebate #DebateWithBernie #BlackLivesMatter GOP is hopelessly out of touch with what's going on in America https://t.co/Y…
2,@GRForSanders I don't have a spare $170 but I'll donate $1 for every GOP candidate I don't trust with the presidency. #GOPDe…
2,Not surprised that #GOPDebate candidates criticized Prez Obama abt foreign policy-but shocked T Cruz chose 2 kick Gen Martin Dempsey around!
2,#GOPDebate:  Round Two Recap: We knew there was going to be fireworks.  And we got them with no big surprises ... http://t.c…
1,"Regardless of who we all vote for, let's be honest: Dr. Carson has had the most meaningful life of these people. God ble…"
2,"#GOPDebate they shouldn't have to pledge,  they should all be on the ballot"
1,Miss the #GOPDebate tonight? Be sure to watch @TedCruz strong closing statement.  https://t.co/kQlgCBaV7p #CruzCrew
2,Choose your puppet carefully. #GOPDebate
1,"Gotta say when Chris Christie said his first act as President would be to rename Washington DC ""Suplex City, USA"", he won my vote.#GOPDebate"
1,@megynkelly I thought you did a great job last night. You asked hard questions and kept the candidates on their toes. #GOPDebate #MegynKelly
2,"Disappointed that @FoxNews moderators did not ask the most important question: ""What is your favorite Dave Matthews Ba…"
0,http://t.co/wZgYI37ffl
1,Have a little too much fun #lastnight watching #GOPDebate? Come nurse your post-night woes with some nice Pastrami or a #knish. #kosher
1,"best part of #GOPDebate -@realDonaldTrump telling @megynkelly ""we aint cool for real &amp; i dont have to be nice to yo ass"""
2,Drink an entire bottle of liquor when you sense oncoming war and military fetishisation. &amp; another. &amp; another #GOPDebate
2,Notes on the Republican Debate (gibberish) http://t.co/j7zipvpTxK #GOPDebate #politics #presidentialdebate
1,Giving a free #Kasich4Us hat away - random from the first 250 RTs! GO! #GOPDebate http://t.co/MgwMsSLRDP
2,"""They call me Vito BORE-leone."" -- Dr. Ben Carson #GOPDebate"
1,RT About to take the stage for #GOPDebate - handing my account over to @TeamMarco staff. Follow along at http://t.co/1bk9bCIj7f
2,"""Bill of Rights?"" ""Constitution?"" ""Never heard of 'em."" #GOPDebate"
2,a 24-year-old black gay Republican: http://t.co/9Srohf9yte
2,is Trump trying to lead the GOP over a cliff or isn't he that smart?#GOPDebate
0,"This is the ""crowded field"" embodied in one photo. #GOPDebate  https://t.co/r2aKyIRxib"
1,Really enjoyed everything @marcorubio had to say last night. #Rubio2016 #GOPDebate #AmericaOnPoint
0,#GOPDebate (Vine by @dabulldawg88) https://t.co/Wc8oUOQ2Vz
2,Has anyone mentioned our vets? Nope? #GOPDebate http://t.co/DJIT72GHX4
2,"interesting  2 see who isn’t worried about alienating #Latino voters, &amp; who is..” http://t.co/Nhfg2yIC6c #uslatino #GO…"
0,Anyone unhappy about last night's debate. This should cheer you up. #GOPDebate http://t.co/b9muPzutDm
2,What if we built a wall that kept the GOP out of the U.S.? That's a wall I would support. #GOPDebate
2,Funny how all male candidates seem to think their opinion on female healthcare is actually fucking relevant #GOPDebate
2,"I blame the #GOP for how I feel this morning. I am Pony, &amp; I approve of this hungover message. #GOPdebate #drinkinggame"
2,@TheEconomist not pulling any punches today then! #GOPDebate http://t.co/Ad1RihJsbz
1,"Voting for @realDonaldTrump, without question. #GOPDebate"
2,Lindsey Graham has never met a war he's afraid to send your kids to. #gopdebate via @JohnFugelsang #FF
0,Orange is the new... President? :-) #DonaldTrump #GOPDebate #dkpol http://t.co/GK9XKtw1DB
2,"Was this the Megyn Kelly Comedy Show?  Will this go on until Nov 2016? Is she considered a journalist? NO,NO, NO !! #GopDebate @FoxNews"
1,Nearly 50 Walker House Parties in SC tonight.  We got your back @ScottWalker  #GOPDebate #Walker16 http://t.co/yUpJdhwXjh
2,"Could the ""pundits"" be wrong? They usually are! http://t.co/NB3btm8FFd #GOPDebate #DeBaitandSwith #iTalkUS #WakeUpAmerica"
1,@AlyonaMink is unpacking the #GOPDebate with a really great panel right now on @HuffPostLive. I'm so enthralled...
0,"""We can be One Nation Under God"" - Mike Huckabee @GovMikeHuckabee #imwithhuck #GOPDebate"
2,Preview of Donald Trump tonight at the #GOPDebate (Vine by @CaseyBake16) https://t.co/qIIm2gOiBI
1,"It's nice that 2 MDs, 2 surgeons are in #GOPDebate hopefully a trend @AAPSonline can encourage"
1,Take a close look. This pic is amazing. Everything about it #GOPDebate http://t.co/LaonlLAlWo
1,@carlyfiorina #GOPdebate She's on fire! Runs Circles Around Chris Matthews Over Hillary's Record https://t.co/DFMIxp48nj
2,"@facebook @instagram do you know how ironic it is that you are censoring @Dreamdefenders for speaking out?
#KKKorGOP #GOPDebate"
2,Did I MISS @megynkelly's questions about #bridgegate or Rand Paul's father's legal problems? Or Walkers lack of a college degree? #GOPDebate
0,"See who scored points in the #GOPdebate, according to #Google: http://t.co/x9hBOxodDf #Dataviz http://t.co/nb9khF3DbM"
2,"So many pouty, screechy faces at once #GOPDebate http://t.co/o5AJvLqJN7"
2,"http://t.co/w7BWjqmlSX That photo says it all. OVERCONFIDENT, SHIT DONT STINK #GOPDEBATE"
1,"""We don't win anymore.  We lose to China.  We lose to Mexico.  We lose to everybody."" -Trump

Preach it, sir, preach it! #GOPDebate"
0,Donald Trump late-night angry-tweets Megyn Kelly:  http://t.co/oQaO3th0IM #GOPDebate http://t.co/pIRCINLByl
2,".Hey @FoxNews that wasn't a debate last night it was a biased Hit Job on anyone that doesn't want open borders.
#GOPDeba…"
2,"the hillary campaign was trolling during #GOPDebate 
LOL http://t.co/oreEEE5HFQ"
0,"#GOPDebate  they should all be on the ballet along with all candidates,  let the people decide"
0,How did I miss this #GOPdebate #Santorum http://t.co/QwnSK4sCTM
2,"So who hosts next #GOPDebate , will it be all softball questions about Jeebus n Walls and shit that doesn't matter ? Or real Questions ?"
2,My first post-debate analysis for @mashable: how @FoxNews stole the show at tonight's debate: http://t.co/thIJliy3tL #GOPDeb…
2,@GiuseppeIV ...and to his campaign announcements.  #GOPDebate
0,Print out your Bingo Cards! @GOP #GOPDebate #OMGOP http://t.co/UZ450ZnFNk
0,"Frank Bruni calls last night's #GOPDebate an ""Inquisition."" https://t.co/VlkzpkI8Cm"
0,"Another debate passes and again, no solutions are offered up to our nation's greatest problem:  Ohio drivers. #GOPDebate"
2,"Don't think enough is being made of the fact Scott Walker was recalled in Wisconsin w/ over 900,000 sig's against his incumbency #GOPDebate"
0,Chris Christie says that the country should get a 2nd job at Dairy Queen and use that money to pay off some of the national debt. #GOPDebate
2,1st question #GOPDebate should be proof @realDonaldTrump is out for himself. He will be the spoiler guaranteeing 4-8 years of Hillary hell.
2,I just heard from God and she said she doesn't care about American politics or @FoxNews #GOPDebate
1,".@RealBenCarson on race relations in this country at the #GOPDebate:
https://t.co/YjmFdyE6x4” Wise words from @RealBenCarson"
2,I was really impressed by @MegynKelly last night. She wasn't backing down from that egomaniac @realDonaldTrump! #GOPDebate @FoxNews
2,What kind of fuckery was that #GOPDebate last night? Are we serious? It's #2015... There are still that stupid of people?
2,"They were all #LOSERS in my book. But I'm a progressive, pushing country in ""wrong"" direction. #GOPDebate  https://t.co/4aPV…"
2,#GOPDebate race-baiting and gender-baiting isn't the problem. Racial and gender inequality is. White problems aren't the …
1,#GOPDebate Proved Beautiful Women Certainly Should Be Debate Moderators Great Job Martha You &amp; Carly Belong In Top 10 htt…
2,The mainstream media would never be as critical of Democrats &amp; Socialists running for president as FOX was during last night…
2,#GOPDebate Everyone on the stage was specifically asked very direct questions about their track records/statements…were they also ambushed?
2,Chase A Norton wants to know if you have received a word from God to vote for @NYCityCountry in the #NASHNext challenge!! #GOPDebate
2,Kniw whats even more disturbing than @FoxNews agenda against #Trump @ #GOPDebate? That a mysoginistic narcissist is polling as a frontrunner
1,Facebook says its top social moment of the #GOPDebate was the Chris Christie-Rand Paul interaction on the NSA
2,"Trump was ""railroaded"" by FOX? No one said, ""Yo, Trump, they may ask you about third-party intentions, what you going to sa…"
2,I can't wait for the #SNL impersonation of Donald Trump #GOPDebate #BringBackDarrellHammond
2,"Fox News is treatin' Donald Trump less like ""The Apprentice"" and more like ""Dateline Predator."" #GOPDebate"
2,@FoxNews  has officially turned me off forever. When MM praises @megynkelly it's past time to jump ship. #GOPDebate  h…
0,"#GOPDebate Losers

Conservatives Hand Success
2
@GOP Establishment / @FoxNews Rinos
And ...
They Bite The Hand!! https://t…"
2,@megynkelly I don't understand why you gave Trump over twice as much time as others.  Rand Paul got 5 minutes.This is not right. #GOPDebate
2,"A master class on how to get away with sexism, courtesy of @realDonaldTrump - http://t.co/ot8eTXtUjc via @voxdotcom #GOP…"
0,"@KenChapman46 Must admit much better and more relevant content then having to answer ""what does God tell you to do"" as in #GOPdebate"
1,"""The problem this country has is being politically correct"" -Trump

Amen sir, amen. #GOPDebate"
2,"Wow. Beyond delusional...like I think literally zero people, even the most conservative, would agree #GOPDebate  https://…"
2,The most important question won't be asked in this #GOPDebate. Attn: @megynkelly @BretBaier @FoxNews #immigration http://t.co…
2,"#Trump is to the GOP what Sanjaya was to AmericanIdol. We all know he's the worst contestant, but keep him in for entertainment. #GOPDebate"
2,Donald Trump Butt plug Available at http://t.co/MKeScV5BXE #gopdebate #donaldtrump #trump https://t.co/K0HqnCdjdx
2,Why come after I drink a colada I feel like I can run for president too? #GOPDebate
0,#GOPDebate. My impression  http://t.co/qxCuDnS1aq
2,"Q: what does @wmata and the #GOPDebate have in common?
A: They're both a shit show."
